image_pair,ssim
AoF00000.jpg vs AoF00001.jpg,0.08301059962734549
AoF00001.jpg vs AoF00002.jpg,0.13082455066675536
AoF00002.jpg vs AoF00004.jpg,0.1900527733602608
AoF00004.jpg vs AoF00014.jpg,0.253039125919215
AoF00014.jpg vs AoF00015.jpg,0.32867926594269153
AoF00015.jpg vs AoF00038.jpg,0.557121151120407
AoF00038.jpg vs AoF00058.jpg,0.5613922560973458
AoF00058.jpg vs AoF00060.jpg,0.44954717562842683
AoF00060.jpg vs AoF00084.jpg,0.24936714937197565
AoF00084.jpg vs AoF00086.jpg,0.028116566947174723
AoF00086.jpg vs AoF00094.jpg,0.027686602141372328
AoF00094.jpg vs AoF00115.jpg,0.226007509612872
AoF00115.jpg vs AoF00119.jpg,0.17697331628215932
AoF00119.jpg vs AoF00129.jpg,0.10746108076207235
AoF00129.jpg vs AoF00136.jpg,0.15485900717035214
AoF00136.jpg vs AoF00138.jpg,0.0860719623326392
AoF00138.jpg vs AoF00169.jpg,0.10853630338417242
AoF00169.jpg vs AoF00171.jpg,0.012817934066265576
AoF00171.jpg vs AoF00229.jpg,0.008412023553987017
AoF00229.jpg vs AoF00238.jpg,0.171260085962504
AoF00238.jpg vs AoF00259.jpg,0.7178833900132716
AoF00259.jpg vs AoF00299.jpg,0.18004016795770092
AoF00299.jpg vs AoF00320.jpg,0.16040279908312505
AoF00320.jpg vs AoF00422.jpg,0.452500756441781
AoF00422.jpg vs AoF00424.jpg,0.44210390796645854
AoF00424.jpg vs AoF00500.jpg,0.14031562466079378
AoF00500.jpg vs AoF00541.jpg,0.1476975413349217
AoF00541.jpg vs AoF00567.jpg,0.35670427061005905
AoF00567.jpg vs AoF00718.jpg,0.6957506495358211
AoF00718.jpg vs AoF00903.jpg,0.27647620969616243
AoF00903.jpg vs AoF01096.jpg,0.46292696708918624
AoF01096.jpg vs AoF01226.jpg,0.22284473534682075
AoF01226.jpg vs AoF01272.jpg,0.40289314961854134
AoF01272.jpg vs AoF01301.jpg,0.09832359706851801
