image_pair,ssim
bothFireAndSmoke_UAV000000.jpg vs bothFireAndSmoke_UAV000001.jpg,0.29474246012072075
bothFireAndSmoke_UAV000001.jpg vs bothFireAndSmoke_UAV000003.jpg,0.32839942991421317
bothFireAndSmoke_UAV000003.jpg vs bothFireAndSmoke_UAV000004.jpg,0.06340017370786086
bothFireAndSmoke_UAV000004.jpg vs bothFireAndSmoke_UAV000005.jpg,0.7380168326512971
bothFireAndSmoke_UAV000005.jpg vs bothFireAndSmoke_UAV000018.jpg,0.7012402802333942
bothFireAndSmoke_UAV000018.jpg vs bothFireAndSmoke_UAV000043.jpg,0.09399739862911155
bothFireAndSmoke_UAV000043.jpg vs bothFireAndSmoke_UAV000045.jpg,0.21027235617041914
bothFireAndSmoke_UAV000045.jpg vs bothFireAndSmoke_UAV000046.jpg,0.06242273297398785
bothFireAndSmoke_UAV000046.jpg vs bothFireAndSmoke_UAV000073.jpg,0.4650846211295194
bothFireAndSmoke_UAV000073.jpg vs bothFireAndSmoke_UAV000110.jpg,0.1168270529614769
bothFireAndSmoke_UAV000110.jpg vs bothFireAndSmoke_UAV000113.jpg,0.2511760256250139
bothFireAndSmoke_UAV000113.jpg vs bothFireAndSmoke_UAV000114.jpg,0.193197220986647
bothFireAndSmoke_UAV000114.jpg vs bothFireAndSmoke_UAV000115.jpg,0.22870671036609583
bothFireAndSmoke_UAV000115.jpg vs bothFireAndSmoke_UAV000131.jpg,0.5972166382960978
bothFireAndSmoke_UAV000131.jpg vs bothFireAndSmoke_UAV000141.jpg,0.6188610547594581
bothFireAndSmoke_UAV000141.jpg vs bothFireAndSmoke_UAV000163.jpg,0.5626691229262045
bothFireAndSmoke_UAV000163.jpg vs bothFireAndSmoke_UAV000172.jpg,0.6488205910512358
bothFireAndSmoke_UAV000172.jpg vs bothFireAndSmoke_UAV000184.jpg,0.6284893695778156
bothFireAndSmoke_UAV000184.jpg vs bothFireAndSmoke_UAV000204.jpg,0.594134740633121
bothFireAndSmoke_UAV000204.jpg vs bothFireAndSmoke_UAV000213.jpg,0.22216744735291732
bothFireAndSmoke_UAV000213.jpg vs bothFireAndSmoke_UAV000216.jpg,0.20804923537233708
bothFireAndSmoke_UAV000216.jpg vs bothFireAndSmoke_UAV000240.jpg,0.6156728857340894
bothFireAndSmoke_UAV000240.jpg vs bothFireAndSmoke_UAV000255.jpg,0.670543553179331
bothFireAndSmoke_UAV000255.jpg vs bothFireAndSmoke_UAV000258.jpg,0.43191017557623484
bothFireAndSmoke_UAV000258.jpg vs bothFireAndSmoke_UAV000272.jpg,0.43533144651009065
bothFireAndSmoke_UAV000272.jpg vs bothFireAndSmoke_UAV000297.jpg,0.6546452800749072
bothFireAndSmoke_UAV000297.jpg vs bothFireAndSmoke_UAV000307.jpg,0.6000647477121065
bothFireAndSmoke_UAV000307.jpg vs bothFireAndSmoke_UAV000326.jpg,0.625103411241218
bothFireAndSmoke_UAV000326.jpg vs bothFireAndSmoke_UAV000328.jpg,0.4412490379308694
bothFireAndSmoke_UAV000328.jpg vs bothFireAndSmoke_UAV000340.jpg,0.46302682178840254
bothFireAndSmoke_UAV000340.jpg vs bothFireAndSmoke_UAV000356.jpg,0.6691525840541215
