image_pair,ssim
bothFireAndSmoke_UAV000000.jpg vs bothFireAndSmoke_UAV000001.jpg,0.29474246012072075
bothFireAndSmoke_UAV000001.jpg vs bothFireAndSmoke_UAV000003.jpg,0.32839942991421317
bothFireAndSmoke_UAV000003.jpg vs bothFireAndSmoke_UAV000004.jpg,0.06340017370786086
bothFireAndSmoke_UAV000004.jpg vs bothFireAndSmoke_UAV000005.jpg,0.7380168326512971
bothFireAndSmoke_UAV000005.jpg vs bothFireAndSmoke_UAV000018.jpg,0.7012402802333942
bothFireAndSmoke_UAV000018.jpg vs bothFireAndSmoke_UAV000045.jpg,0.08086002262474262
bothFireAndSmoke_UAV000045.jpg vs bothFireAndSmoke_UAV000046.jpg,0.06242273297398785
bothFireAndSmoke_UAV000046.jpg vs bothFireAndSmoke_UAV000073.jpg,0.4650846211295194
bothFireAndSmoke_UAV000073.jpg vs bothFireAndSmoke_UAV000110.jpg,0.1168270529614769
bothFireAndSmoke_UAV000110.jpg vs bothFireAndSmoke_UAV000113.jpg,0.2511760256250139
bothFireAndSmoke_UAV000113.jpg vs bothFireAndSmoke_UAV000114.jpg,0.193197220986647
bothFireAndSmoke_UAV000114.jpg vs bothFireAndSmoke_UAV000115.jpg,0.22870671036609583
bothFireAndSmoke_UAV000115.jpg vs bothFireAndSmoke_UAV000161.jpg,0.5293757705127217
bothFireAndSmoke_UAV000161.jpg vs bothFireAndSmoke_UAV000183.jpg,0.5810948632277533
bothFireAndSmoke_UAV000183.jpg vs bothFireAndSmoke_UAV000231.jpg,0.5789185681856215
bothFireAndSmoke_UAV000231.jpg vs bothFireAndSmoke_UAV000258.jpg,0.41046246054078167
bothFireAndSmoke_UAV000258.jpg vs bothFireAndSmoke_UAV000264.jpg,0.4308316001625497
bothFireAndSmoke_UAV000264.jpg vs bothFireAndSmoke_UAV000307.jpg,0.5445930141511373
bothFireAndSmoke_UAV000307.jpg vs bothFireAndSmoke_UAV000346.jpg,0.5725103662861626
bothFireAndSmoke_UAV000346.jpg vs bothFireAndSmoke_UAV000443.jpg,0.5003651866205556
bothFireAndSmoke_UAV000443.jpg vs bothFireAndSmoke_UAV000461.jpg,0.5744393249136913
bothFireAndSmoke_UAV000461.jpg vs bothFireAndSmoke_UAV000477.jpg,0.5517857200406452
bothFireAndSmoke_UAV000477.jpg vs bothFireAndSmoke_UAV000576.jpg,0.7061192983377651
bothFireAndSmoke_UAV000576.jpg vs bothFireAndSmoke_UAV000678.jpg,0.6316716946646012
bothFireAndSmoke_UAV000678.jpg vs bothFireAndSmoke_UAV000693.jpg,0.6514542541866695
bothFireAndSmoke_UAV000693.jpg vs bothFireAndSmoke_UAV000697.jpg,0.2513659560235542
bothFireAndSmoke_UAV000697.jpg vs bothFireAndSmoke_UAV000822.jpg,0.46113084894693807
bothFireAndSmoke_UAV000822.jpg vs bothFireAndSmoke_UAV000829.jpg,0.4626627296440499
bothFireAndSmoke_UAV000829.jpg vs bothFireAndSmoke_UAV000957.jpg,0.44232411053488424
bothFireAndSmoke_UAV000957.jpg vs bothFireAndSmoke_UAV001125.jpg,0.46975234575084096
bothFireAndSmoke_UAV001125.jpg vs bothFireAndSmoke_UAV001192.jpg,0.3985788649615731
