image_pair,ssim
test_video_001_frame_000000.jpg vs test_video_001_frame_000070.jpg,0.6064579170825579
test_video_001_frame_000070.jpg vs test_video_001_frame_000304.jpg,0.5133765846191878
test_video_001_frame_000304.jpg vs test_video_002_frame_000000.jpg,0.4387941019272228
test_video_002_frame_000000.jpg vs test_video_002_frame_000059.jpg,0.6312772423049086
test_video_002_frame_000059.jpg vs test_video_002_frame_000127.jpg,0.6654076418606788
test_video_002_frame_000127.jpg vs test_video_002_frame_000164.jpg,0.7171683629802493
test_video_002_frame_000164.jpg vs test_video_002_frame_000227.jpg,0.7105082156488721
test_video_002_frame_000227.jpg vs test_video_002_frame_000282.jpg,0.683166079819855
test_video_002_frame_000282.jpg vs test_video_002_frame_000401.jpg,0.6314492927590222
test_video_002_frame_000401.jpg vs test_video_002_frame_000512.jpg,0.6164720252694578
test_video_002_frame_000512.jpg vs test_video_002_frame_000623.jpg,0.5789323264192926
test_video_002_frame_000623.jpg vs test_video_002_frame_000715.jpg,0.5909872367601847
test_video_002_frame_000715.jpg vs test_video_002_frame_000719.jpg,0.6124624959235639
test_video_002_frame_000719.jpg vs test_video_002_frame_000722.jpg,0.6171813632534892
test_video_002_frame_000722.jpg vs test_video_002_frame_000724.jpg,0.711738057048875
test_video_002_frame_000724.jpg vs test_video_002_frame_000727.jpg,0.6230109884487217
test_video_002_frame_000727.jpg vs test_video_002_frame_000730.jpg,0.6322106726187154
test_video_002_frame_000730.jpg vs test_video_002_frame_000832.jpg,0.5165902330796849
test_video_002_frame_000832.jpg vs test_video_002_frame_000861.jpg,0.5756281197443179
test_video_002_frame_000861.jpg vs test_video_002_frame_000872.jpg,0.5894728389521887
test_video_002_frame_000872.jpg vs test_video_002_frame_000921.jpg,0.5486219030374712
test_video_002_frame_000921.jpg vs test_video_002_frame_001006.jpg,0.5130303739658345
test_video_002_frame_001006.jpg vs test_video_002_frame_001086.jpg,0.517877369289375
test_video_002_frame_001086.jpg vs test_video_002_frame_001107.jpg,0.5437659328896826
test_video_002_frame_001107.jpg vs test_video_002_frame_001109.jpg,0.6097621128048133
test_video_002_frame_001109.jpg vs test_video_002_frame_001111.jpg,0.6566311773025957
test_video_002_frame_001111.jpg vs test_video_002_frame_001250.jpg,0.7318696883252443
test_video_002_frame_001250.jpg vs test_video_002_frame_001307.jpg,0.7260742015501861
test_video_002_frame_001307.jpg vs test_video_002_frame_001318.jpg,0.7509785868238552
test_video_002_frame_001318.jpg vs test_video_002_frame_001377.jpg,0.7354603292495095
test_video_002_frame_001377.jpg vs test_video_002_frame_001422.jpg,0.7280116724290199
test_video_002_frame_001422.jpg vs test_video_002_frame_001476.jpg,0.708429572907891
test_video_002_frame_001476.jpg vs test_video_002_frame_001569.jpg,0.678312493745168
test_video_002_frame_001569.jpg vs test_video_002_frame_001590.jpg,0.7658629104736637
test_video_002_frame_001590.jpg vs test_video_002_frame_001617.jpg,0.6843162163453435
test_video_002_frame_001617.jpg vs test_video_002_frame_001638.jpg,0.7036205775651191
test_video_002_frame_001638.jpg vs test_video_002_frame_001660.jpg,0.6876753364228307
test_video_002_frame_001660.jpg vs test_video_002_frame_001726.jpg,0.6987886198654174
test_video_002_frame_001726.jpg vs test_video_002_frame_001774.jpg,0.6864167823175591
test_video_002_frame_001774.jpg vs test_video_002_frame_001902.jpg,0.6689468604169602
test_video_002_frame_001902.jpg vs test_video_002_frame_001937.jpg,0.7197127326451864
test_video_002_frame_001937.jpg vs test_video_002_frame_001982.jpg,0.710542304952503
test_video_002_frame_001982.jpg vs test_video_002_frame_002037.jpg,0.7024457499440473
test_video_002_frame_002037.jpg vs test_video_002_frame_002064.jpg,0.7427206821097974
test_video_002_frame_002064.jpg vs test_video_002_frame_002169.jpg,0.7209628596955759
test_video_002_frame_002169.jpg vs test_video_002_frame_002229.jpg,0.7220602684406107
