image_pair,ssim
AoF00000.jpg vs AoF00001.jpg,0.08301059962734549
AoF00001.jpg vs AoF00002.jpg,0.13082455066675536
AoF00002.jpg vs AoF00003.jpg,0.2747405004224223
AoF00003.jpg vs AoF00004.jpg,0.1564337462172405
AoF00004.jpg vs AoF00005.jpg,0.5348795219731902
AoF00005.jpg vs AoF00006.jpg,0.6591535361493053
AoF00006.jpg vs AoF00009.jpg,0.8387756266505937
AoF00009.jpg vs AoF00011.jpg,0.17497858853174633
AoF00011.jpg vs AoF00012.jpg,0.20573766452835948
AoF00012.jpg vs AoF00013.jpg,0.6400443526134775
AoF00013.jpg vs AoF00014.jpg,0.2964376065805449
AoF00014.jpg vs AoF00015.jpg,0.32867926594269153
AoF00015.jpg vs AoF00016.jpg,0.42724216688011746
AoF00016.jpg vs AoF00017.jpg,0.22358904285064188
AoF00017.jpg vs AoF00018.jpg,0.1985001938127194
AoF00018.jpg vs AoF00023.jpg,0.19746474073541784
AoF00023.jpg vs AoF00024.jpg,0.2311981956257035
AoF00024.jpg vs AoF00026.jpg,0.570073457637501
AoF00026.jpg vs AoF00028.jpg,0.5961757230571412
AoF00028.jpg vs AoF00035.jpg,0.42650422757035983
AoF00035.jpg vs AoF00036.jpg,0.8435585057238022
AoF00036.jpg vs AoF00040.jpg,0.46116475419411196
AoF00040.jpg vs AoF00041.jpg,0.7826062303160854
AoF00041.jpg vs AoF00044.jpg,0.6761581629053262
AoF00044.jpg vs AoF00046.jpg,0.4798538963175871
AoF00046.jpg vs AoF00052.jpg,0.360597325160418
AoF00052.jpg vs AoF00055.jpg,0.7128884972980953
AoF00055.jpg vs AoF00057.jpg,0.44545973622572227
AoF00057.jpg vs AoF00058.jpg,0.7598352726600687
AoF00058.jpg vs AoF00060.jpg,0.44954717562842683
AoF00060.jpg vs AoF00065.jpg,0.4619300812974118
AoF00065.jpg vs AoF00066.jpg,0.5973753266028209
AoF00066.jpg vs AoF00072.jpg,0.8083706672993443
AoF00072.jpg vs AoF00084.jpg,0.2616645706729921
